,post_id,post_time,username,post_text,post_url,likes,comments,commenter_name,comment_text,comment_time
10,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Ndiemeluigwe Donemmasonmedia Billiondollar Pay,Cute,2022-04-12 00:00:00
11,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Jariftirur Jarif,My pin seting problam SSF inquiry failed,2022-02-12 00:00:00
12,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Morshed Nouman,i m unable to use yap app please give me a solution,2022-03-12 00:00:00
13,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Ndiemeluigwe Donemmasonmedia Billiondollar Pay,Help me,2022-04-12 00:00:00
14,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Elorm Anku,A month now I haven t receive my,2022-06-12 00:00:00
15,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Haris Farid,Me Dubai me rehta hn Mera Yap account ha Kia me apny Yap account se Jaz Cash Ya Easy Paisa Me Paisy bhej skta hn,2022-05-12 00:00:00
16,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Adnan Lucky,I m happy and satisfied of yap account fast services and specially Mr Syed Abbs for good hard working and you very responsible and respectfully to communicate of your client he solve my issued request no 40794 Adnan sharif,2022-03-12 00:00:00
17,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Jenny Waters,I recommend a particular forex and bitcoin trader who has the best signals to make up to 20 000 weekly he is Sir Andreas Jorgensen you should contact him via WhatsApp 12262421287 and i bet you will be glad you did read this comment,2022-02-12 00:00:00
18,993335378202240,2022-01-25 15:55:42,YAP,"Make spending look easy with YAP 🙌 Shop faster, easier and more conveniently using your YAP card and get instant notifications and spend analytics for every time you spend.

#fintech #digitalbanking #finance #financial #money #spending",https://facebook.com/YAP/posts/993335378202240,46,36,Clement Boakye Osei,never deposit money to your yap account your account will never be credited,2022-02-12 00:00:00
19,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Neil Petch,Mabrouk,2021-12-12 00:00:00
20,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Haroon Arshad,Eagerly waiting for your service launch in Pakistan,2022-03-12 00:00:00
21,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Jessica Saranghae,What happened to the money that i transferred to my account Its been more than 24 hourssss  So frustrating,2022-01-12 00:00:00
22,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Nasir Ali Nasir Ali,Finally my account is activated Really guys its so easy to use every things is perfect thanks,2022-01-12 00:00:00
23,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Hanush Haridas,Opened a YAP Account 2 weeks back and still showing that activation is pending,2022-01-12 00:00:00
24,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Fahad Bin Sajid,I have very very very bad experiance with YAP i open the account before 3 to 4 month ago but still my account not active and i send email to close my account before 1 month and still my account not close I tell to everyone to dont open the account with YAP Thanks,2022-05-12 00:00:00
25,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Jay Love,Am So Disappointed wirh Your Service You Hold one Of the Worst custmer service That Can t Find A Solution To Any Problem It s Now Almost Two months Ever Since I Registered And My Account Has Never Been Verified They Only Tell Me To Wait Worst App Ever,2022-06-12 00:00:00
26,973120656890379,2021-12-23 12:58:58,YAP,"YAP won Digital Bank of the Year at the Entrepreneur ME Enterprise #AgilityAwards 2021 🙌 See how it all went down in the video below where our co-founder, Anas Zaidan, and CEO of UAE, Masood Khan, go on stage to accept YAP’s award. Big thanks to Entrepreneur ME for the glorious event and honour!",https://facebook.com/YAP/posts/973120656890379,83,23,Jojou Bey,Pls YAP find solution to my issue your concerned team your technical team your whatsapp team are all useless My ticket number 58543,2022-05-12 00:00:00
27,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Vivir C Molina,Yes It different things for gifting,2021-12-12 00:00:00
28,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Muhammad Ariful Islam,For the first time in my life I have seen such a bank which takes more than 2 week to be activation I downloaded it last 2 week and created my account but it is not activated yet App is very good beautiful but what is the use of it if it does not work I also requested by calling their customer care but no process has been done yet  Bad service useless app useless bank ,2021-12-12 00:00:00
29,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Zaib Rauf,This is one of the best trapped service Such a service or digital bank who just trap you and send you a debit card but that card never activated I received my card Its been more than 20 days but it s not activated yet Don t try this Thank YAP You rock,2022-01-12 00:00:00
30,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Crestha Xudeep,Yes,2021-12-12 00:00:00
31,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Mazhar Shah,YES,2021-12-12 00:00:00
32,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Crestha Xudeep,Great app i am enjoying,2021-12-12 00:00:00
33,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Prathibha Gamage,Muhammad Ariful Islam you gotta long way to go bro I got registered in September Got the card in November Still waiting for the account activation Just a waste of time,2021-12-12 00:00:00
34,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Haseeb Raja,Yup Yap ,2021-12-12 00:00:00
35,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Hussnain Hashmi,Hi how can I get my virtual card physically,2022-01-12 00:00:00
36,967600357442409,2021-12-14 12:59:48,YAP,"Holiday season is here! We want to know, do you think vouchers a good gift? We're asking for a friend 🌚",https://facebook.com/YAP/posts/967600357442409,35,30,Adnan Lucky,I m happy and satisfied of yap account fast services and specially Mr Syed Abbs for good hard working and you very responsible and respectfully to communicate of your client he solve my issued request no 40794 Adnan sharif,2022-03-12 00:00:00
37,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Sunny Verma,For the first time in my life I have seen such a bank which takes more than 1 month to be activation I downloaded it last month and created my account but it is not activated yet App is very good beautiful but what is the use of it if it does not work I also requested by calling their customer care but no process has been done yet  Bad service useless app useless bank ,2021-11-12 00:00:00
38,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Al Zoe,I got it even after the dates above,2022-01-12 00:00:00
39,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Mub Ghumman,Very disappointed service Already quit it,2022-04-12 00:00:00
40,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,امیر قاسم,YAP how few hours I received my card since 24 hours my account is not activate please activate my account also no any body response customer services I sent yap whatsapp messages also live chat,2021-12-12 00:00:00
41,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Zakir Papon,Already i did but dont get any bonus,2021-11-12 00:00:00
42,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Bhanwarlal Bhanwarlal,Happy national day ,2021-11-12 00:00:00
43,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Jorelyn Alcano,thank you yap got it already Yap is the best ,2021-12-12 00:00:00
44,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,MD Sultan,I downloaded but I did not get the money Also tomarrow also atm card they will deliver,2021-11-12 00:00:00
45,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Mohammed Abdul Haq,I did create on the same offer but I didn t receive any amount yet,2021-12-12 00:00:00
46,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Ali Khan,I not get any bonus,2021-12-12 00:00:00
47,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Carina Ahmed,What if we have signed up already but the card is not delivered yet so we are not able to activate it before 5th of Dec are we still eligible to get the AED 50 ,2021-12-12 00:00:00
48,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Abner Mendoza Gamo,How to get the 50 aed bunos i activated my card but no bunos came its hard to reach the customer support,2021-12-12 00:00:00
49,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Muhammad Ariful Islam,Will your delivery partner charge for delivery,2021-12-12 00:00:00
50,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Shamim Sifat,My card active but not coming 50 derham,2022-01-12 00:00:00
51,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Khursheed Kam,Ref email id,2021-12-12 00:00:00
52,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Suhaib Subair,Is this offer exist now,2022-01-12 00:00:00
53,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Being Juwel,Already i did but dont get any bonus,2021-12-12 00:00:00
54,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,علی حمزہ شهباز,I will received yap card before 2 weak but i have problem is account is not active,2021-12-12 00:00:00
55,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,علی حمزہ شهباز,Which document required,2021-12-12 00:00:00
56,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Khalifa Kha,Check your DM please,2021-11-12 00:00:00
57,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Ahmad Shah,Ok,2021-12-12 00:00:00
58,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Ñĕlàm Żūrč,How i get the 50 free,2021-12-12 00:00:00
59,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Braa Kudwjo,Hello YAP I signed up on National day and I just received my tap card this afternoon my account has been activated but no AED 50 reward,2021-12-12 00:00:00
60,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Siju Bai Mala,Still you have reward 50 dhs,2022-01-12 00:00:00
61,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,MD Jowel Hossen,Already i did but dont get any bonus,2022-08-12 00:00:00
62,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,علی حمزہ شهباز,  ,2021-12-12 00:00:00
63,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,علی حمزہ شهباز,  ,2021-12-12 00:00:00
64,956890061846772,2021-11-28 18:54:58,YAP,"Celebrate #UAENationalday with YAP 🇦🇪 Sign up today and get AED 50 for free!

#UAE #DigitalBanking #Fintech #50thNationalDay #UAE50",https://facebook.com/YAP/posts/956890061846772,81,104,Khalifa Kha,Check your DM please YAP,2021-11-12 00:00:00
65,936250807244031,2021-10-26 11:56:44,YAP,Add your #YAP card and virtual cards to #SamsungPay! Faster payments are made effortless when you pay with your Samsung phone 📲 Learn more about the benefits and how to add your YAP card to Samsung Pay here: www.yap.com/samsung-pay/,https://facebook.com/YAP/posts/936250807244031,51,12,Akil Aslam,Lol verification under process for over a month ive framed the debit card and hanged it on my wall,2021-11-12 00:00:00
66,936250807244031,2021-10-26 11:56:44,YAP,Add your #YAP card and virtual cards to #SamsungPay! Faster payments are made effortless when you pay with your Samsung phone 📲 Learn more about the benefits and how to add your YAP card to Samsung Pay here: www.yap.com/samsung-pay/,https://facebook.com/YAP/posts/936250807244031,51,12,Tmeer Meer,They open account and send Debit card very fast then u need to wait for Activation which no idea how long its take I m waiting more then 3weeks and they even dont do any communication very sad,2021-11-12 00:00:00
67,936250807244031,2021-10-26 11:56:44,YAP,Add your #YAP card and virtual cards to #SamsungPay! Faster payments are made effortless when you pay with your Samsung phone 📲 Learn more about the benefits and how to add your YAP card to Samsung Pay here: www.yap.com/samsung-pay/,https://facebook.com/YAP/posts/936250807244031,51,12,Muhammad Ariful Islam,Why is your service so bad It s been a week since I got the card but my account hasn t been activated yet In that case I will close the account,2021-12-12 00:00:00
68,936250807244031,2021-10-26 11:56:44,YAP,Add your #YAP card and virtual cards to #SamsungPay! Faster payments are made effortless when you pay with your Samsung phone 📲 Learn more about the benefits and how to add your YAP card to Samsung Pay here: www.yap.com/samsung-pay/,https://facebook.com/YAP/posts/936250807244031,51,12,Ahmed Abdelsalam,What about apple pay,2021-10-12 00:00:00
69,936250807244031,2021-10-26 11:56:44,YAP,Add your #YAP card and virtual cards to #SamsungPay! Faster payments are made effortless when you pay with your Samsung phone 📲 Learn more about the benefits and how to add your YAP card to Samsung Pay here: www.yap.com/samsung-pay/,https://facebook.com/YAP/posts/936250807244031,51,12,Naveed Hadi,Now digital banking in our hands,2021-10-12 00:00:00
70,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Syed Abid Hussain Shah,Card fee and delivery charges,2022-03-12 00:00:00
71,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Khin Khin,Bad service and delay to open the account it almost 3month open account Anyone all my friends don t use that bank yap is really really bad service,2021-12-12 00:00:00
72,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Mosharrof Musabbir,How to unfreeze my account,2021-11-12 00:00:00
73,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Serwaa Deborah,I really want to join but it seems you keep telling me my account is still on process why please because I ve provide all my information,2022-01-12 00:00:00
74,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Ehab M. Mansour,Where is iur cashback you wasnt honest bank i lied to everyone,2022-05-12 00:00:00
75,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Saad Jamal,Same prb I opened account but 2 weeks now but still not activated yet too much delay in opening account is key kpi for good service,2021-12-12 00:00:00
76,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Haris Anees,Red Bull,2021-10-12 00:00:00
77,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Mub Ghumman,Very bad service i received my card last year but still unable to active in last 3 months,2022-01-12 00:00:00
78,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Ashiq Khan,Very good service Yap,2022-01-12 00:00:00
79,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Ashiq Khan,Best app yap,2022-01-12 00:00:00
80,936234770578968,2021-10-26 11:26:30,YAP,Comment below one thing that you think is overpriced! 👇,https://facebook.com/YAP/posts/936234770578968,21,37,Ch Naeem,I have one question what is my card limit,2022-08-29 00:00:00
