,Datetime,Tweet Id,Text,Username
12,2022-07-08 20:24:38+00:00,1545504153484623872,Fintech Funding UAE digital bank YAP raises 41M https t co glqpdfSwnd,_Data_Science
13,2022-07-08 20:21:32+00:00,1545503372979195912,Fintech Funding UAE digital bank YAP raises 41M https t co YZiORKIUBJ,iheartfintech
14,2022-07-08 20:09:13+00:00,1545500272851668995,Fintech Funding UAE digital bank YAP raises 41M https t co AXDAnUxfP0,AnslemOshionebo
15,2022-07-08 20:08:04+00:00,1545499981150228480,Fintech Funding UAE digital bank YAP raises 41M Bank Automation News https t co sA71j8U4gk fintech trends technology,itvc_
16,2022-07-08 19:23:40+00:00,1545488808011042817,Fintech Funding UAE digital bank YAP raises 41M https t co q6QYUs5oRo banking banktechnology bankingautomation bankingnews https t co 8Bhv9Uacbw via BankAutomation banking,hornblass
17,2022-07-08 19:19:09+00:00,1545487672495558656,Fintech Funding UAE digital bank YAP raises 41M https t co 27KNo0xTkI by BankInnovation 2022 07 08 19 17 34,FintechBot
18,2022-07-08 19:17:35+00:00,1545487279182979075,Fintech Funding UAE digital bank YAP raises 41M https t co eXHwliteEH banking banktechnology bankingautomation bankingnews https t co yFskLVaYoF,BankAutomation
19,2022-07-06 20:50:46+00:00,1544785952350117889,                         1 Hayak account from ADCB 2 smart bank account from Adib 3 Saving account from Alhilal bank 4 Liv bank account 5 Yap digital bank,ay_140
20,2022-07-06 04:40:38+00:00,1544541808767541248,YAP a digital bank in the United Arab Emirates founded by Madhusudanan R Prabhu Rangarajan has raised 41 million in funding and targeted raising another roughly 20 million to finance its expansion plans https t co OvI2FDJNtV investment funding venturecapitalist,TiEMumbai
21,2022-07-05 21:20:47+00:00,1544431117729763336,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt Banking Payments https t co i24WjKZkeR,NewsPayments
22,2022-07-05 15:19:00+00:00,1544340071960264706,UAE based digital bank YAP collects funding ahead of expansion into Saudi Arabia Read the story here https t co ldWZzUpbSy fintech banking uae https t co sJYcBnuwwF,Fintech_Global
23,2022-07-05 13:19:51+00:00,1544310088403402755,after the corporation recently got a licence to operate in Pakistan Ghana and Saudi Arabia YAP made its debut in 2021 and later developed into the UAE s first independent digital banking platform with a partnership with RAK Bank 3 3 openbanking digitalbanking,wetalkstartups
24,2022-07-05 13:19:50+00:00,1544310083164700672,The digital bank YAP has raised 41 million in capital and is seeking an additional 20 million to further expansions The funding round was joined by Saudi Arabias Aljazira Capital Abu Dawood Group Astra Group and Audacia Capital 1 3 startups startupfunding https t co xX8WPwukOm,wetalkstartups
25,2022-07-05 11:19:00+00:00,1544279673940713472,UAE based digital bank YAP collects funding ahead of expansion into Saudi Arabia Read the story here https t co ldWZzUpbSy fintech banking uae https t co XF37oFWcDK,Fintech_Global
26,2022-07-05 11:00:07+00:00,1544274921135677440,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co Fr5nvceMQr,rv_ing_tw
27,2022-07-05 10:49:32+00:00,1544272261351411712,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co u6nEoknU3M,dnewsjunction
28,2022-07-05 10:13:55+00:00,1544263297154928640,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co xb4JgdYEKM,secretofcss
29,2022-07-05 10:13:18+00:00,1544263139910455296,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co 7DmpFU5dU1,iTechNewzz
30,2022-07-05 10:12:30+00:00,1544262938642497537,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co cGEf2aoXUI,Unitednewsbag
31,2022-07-05 10:12:27+00:00,1544262928228032515,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co QzrIBMaan9,LiangPupu
32,2022-07-05 10:10:30+00:00,1544262437561671683,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co WPSCzNCjWb,therealpreneur_
33,2022-07-05 10:10:10+00:00,1544262351389503488,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co oGiRWNsNZL,modrenews
34,2022-07-05 10:00:51+00:00,1544260008564690944,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co u4DRh2AG8n,shoppingbooms
35,2022-07-05 09:59:16+00:00,1544259608885305346,UAE based digital bank YAP collects funding ahead of expansion into Saudi Arabia Read the story here https t co ldWZzUpbSy fintech banking uae https t co yeaMEy8dgG,Fintech_Global
36,2022-07-05 09:51:24+00:00,1544257630268432386,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co rQKpTD0L0B,unstorenp
37,2022-07-05 09:51:24+00:00,1544257630247555081,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co ZmzSJB9Fjy,unstorenp
38,2022-07-05 09:50:02+00:00,1544257287799410692,Fintech Startup YAP Raises 41M in Funding Expands into Saudi Arabia Launched in 2021 yap partnered with Emirati lender RAK Bank to be the UAE s first independent digital banking platform YAP says it has now over 130 000 users Visit https t co JQL3BDJm7U for more https t co bnzUOV0JBp,markupgrade
39,2022-07-05 09:49:32+00:00,1544257161064091649,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana Alexander Cornwell Reuters https t co IPp52M835d TechNews TechTips,vanuatutech
40,2022-07-05 09:46:33+00:00,1544256409440698368,Dubai based digital bank YAP has raised 41M as part of a Series A and says it plans to expand into Saudi Arabia Egypt Pakistan and Ghana alexjcornwell Reuters https t co QiSH3wG8UK https t co pGfXAIy82W,Techmeme
41,2022-07-05 09:42:57+00:00,1544255504234455040,YAP Digital Bank App Plans To Expand To Ghana With 41 Million Raise https t co Dm8PxRtT63 https t co rHubUW6S8Y,TechNovaGh
42,2022-07-05 07:19:05+00:00,1544219297974829056,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt https t co uZUYYFoh5I,audiumcp
43,2022-07-05 05:39:31+00:00,1544194243198980098,UAE Based Digital Bank YAP Raises 41M to Expand https t co ud1EN7tdZq https t co ZlSO0t66Z2,saysjasonsmith
44,2022-07-04 23:18:32+00:00,1544098362370179073,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt https t co C32AZ7dIwa crypto https t co 5xnRm4ttrr,coin_alertt
45,2022-07-04 22:55:03+00:00,1544092452230815746,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt https t co qFpkxMid92,nevofinancial
46,2022-07-04 22:55:02+00:00,1544092450469269504,UAE Based Digital Bank YAP Raises 41M to Expand to Saudi Arabia Pakistan Egypt https t co jFFyZj5gxG,stiel
47,2022-07-04 13:07:06+00:00,1543944490574020608,UAE digital bank YAP raised 41 million to fund expansion plans in Saudi Arabia Egypt Pakistan and Ghana https t co 34n05hlbef,Forbes_MENA_
48,2022-07-04 09:41:26+00:00,1543892734255284226,https t co MjmkzF9rrQ YAP digital bank punny choice of a name  https t co 6dGS6ZeEne,mouneer
49,2022-07-04 08:30:13+00:00,1543874811016974337,United Arab Emirates based digital bank YAP said on Monday it had raised 41 million and plans to expand into Saudi Arabia through a partnership with a traditional bank in the kingdom https t co p2exs4315e DigitalBanking SaudiArabia UAE YAP https t co iULOEHjlHf,brecordernews
50,2022-07-02 09:58:31+00:00,1543172255961735168,Check out our new episode of FintechandWeb3Founders available now It was an honor to welcome the CEO amp Founder of yap MarwanHachem6 to talk about his journey of building MEAs leading digital bank Check the episode nowhttps t co tBYSmUzcRQ ronitA380 FinTechGuyDubai https t co fJlZ2eJGma,CFTE_Edu
51,2022-06-09 05:15:50+00:00,1534766198314909697,digitify is making a transformational impact through its work across FinTech which includes  The first independent digital banking platform in the UAE called YAP  Emirates Development Banks new business banking app https t co 18d7lxwgJz,digitifylimited
52,2022-06-06 10:16:15+00:00,1533754633440612352,YAP a neobank driving digital banking in the Middle East Africa and South Asia has been granted an in principle approval IPA from the State Bank of Pakistan SBP for an Electronic Money Institute EMI license YAPpakistan DigitalBankingT fintechtoday https t co 8H69xnZ8eJ,HouseOfPakistan
53,2022-05-22 15:49:14+00:00,1528402616870379526,Fintech YAP Gets Approval to Launch E Money Wallet Service https t co ypU53gJyL7 Fintech YAP has been granted an in principle approval IPA from the State Bank of Pakistan for an Electronic Money Institute EMI Licence After initially launching its digital banking platfo,a_yanturin
54,2022-04-30 09:02:32+00:00,1520327732248338433,grandpafintech omarsshah yap It s UAE s first digital bank They are expanding here next They intend to tap many Asian and African markets Quite excited about this one,saadsalmankhan1
55,2022-04-21 16:05:57+00:00,1517172798388641794,dontyousayso77 yap Thank you for sharing I ll give it a read Working on something similar for one of the energy giants who is venturing into a digital bank in UK,saadsalmankhan1
56,2022-04-21 14:00:49+00:00,1517141307755433985,dontyousayso77 I work in issuing and acquiring across multiple regions in consulting I got access to TAG Sadapay and Nayapay Sadapay didn t have any wow factor The app was basic nayapay looked like another ep or jazzcash TAG seems features Waiting for yap UAE digital bank to start here,saadsalmankhan1
57,2022-04-03 13:04:44+00:00,1510604210504859649,"Buddy, Rupiah has been using it but don't know it well, is it a digital payment? This is what they said about digital payment https t co CvVHhf8c7B",bank_indonesia
58,2022-01-19 10:27:34+00:00,1483747956973252609, Join us on Zoom or FB stream TOMORROW at 6 PM Manila for the powerful topic Women of Today with Isabelle Yap Business Head of Komo a digital banking service in the Philippines powered by EastWest Bank,mybixie
59,2021-12-23 07:46:52+00:00,1473923043210981384,What a way to end the year  Thanks to EntMagazineME for awarding YAP for Digital Bank of the Year at the AgilityAwards 2021 Get a full recap of the event and check out YAP win in the link below https t co lpuHNOBUzZ,yap
60,2021-12-23 07:40:15+00:00,1473921378240073728,This past week the YAP team celebrated winning Digital Bank of the Year at the AgilityAwards 2021  Wed like to send a huge thank you to EntMagazineME for the award and recognition and a big thanks to our amazing team for all their effort and hard work https t co M8DUe4fT5R,yap
61,2021-12-15 17:16:10+00:00,1471167210634846219,Congratulations to yap for winning the Digital Bank Of The Year award AgilityAwards https t co 3tc79cYA7r,EntMagazineME
62,2021-12-11 10:06:02+00:00,1469609414004985861,RAKBANKlive Hello sir I want to know about YAP digital Banking account They are connected with RAK BANK,QasimMehmood92
63,2021-11-29 14:03:53+00:00,1465320612486959106,Pulling Out All The Stops Fintech Enterprise YAP Is Aiming To Be The Leading Digital Bank In The MEA Region https t co c30CbffQQO,PaymentGal
64,2021-11-26 10:01:48+00:00,1464172529740927011,Pulling Out All The Stops Fintech Enterprise YAP Is Aiming To Be The Leading Digital Bank In The MEA Region Entrepreneur https t co CzszSwpSg6 fintech Insurtech banking innovation payment UrsBolt Xbond49 JimMarous kunalpatel085 RalexJimenez cgledhill NeiraOsci,albertogaruccio
65,2021-11-26 09:06:30+00:00,1464158613987999746,Pulling Out All The Stops Fintech Enterprise YAP Is Aiming To Be The Leading Digital Bank In The MEA Region via entmagazineme entmagazineme https t co 7F9QR92ob8,Rabih_Najm
66,2021-11-25 20:14:02+00:00,1463964216071647250,Pulling Out All The Stops Fintech Enterprise YAP Is Aiming To Be The Leading Digital Bank When it launched in March this year fintech enterprise YAP came out with the declaration of being the first independent digital banking https t co 5cLbNkrqB8 finpeform fintech,SuriyaSubraman
67,2021-11-25 19:41:20+00:00,1463955985614217220,Fintech Enterprise YAP Is Aiming To Be The Leading Digital Bank In The MEA Region https t co bqwZb8AVRG,eurojournalENG
68,2021-11-10 15:27:57+00:00,1458456400116404227,stuckwithfizi jellopy ruangesok deskcoll yap a kind of digital bank,saorisaus_tiram
69,2021-10-30 18:13:52+00:00,1454511889942253568,MarsbobX Thats a digital bank called yap they have an app on iOS https t co lFRDMs7iaL,Tariqbindesmal
70,2021-10-23 10:01:11+00:00,1451851187578310661,"candidateMI Yep, if you see that there has been an agenda to shun digital banks in the last month, this picture is one of them, yes. There is also flattery to conventional banks such as lowering interbank fees, credit fees are like Bandar BCA or Digital ones are doing their job this time, ok? https t co H8P81wRyYQ",ariefalqori
71,2021-09-07 12:26:43+00:00,1435217969831890944,YAP without having any physical branches offers spending amp budgeting analytics peer to peer payments amp remittances services amp bill payments The startup through its digital solution enables users to enjoy the services of a bank account Pakistan Dubai UAE technicalbeep,technicalbeep
72,2021-09-07 12:26:42+00:00,1435217966161932289,yap a Dubai headquartered fintech company has announced to expand its international operations by launching in Pakistan soon Visit https t co hoirbpI4pF fintech startup payments digital banking financialservices digitalbanking dubai bank banks pakistan https t co hCTralVplu,technicalbeep
73,2021-06-27 17:06:42+00:00,1409196503483179016,GuntherSchnabl Krmer chief economist at Commerzbank Meeting this competition is probably one of several motives for the ECB to introduce a digital  ultimately the digital one helps  of a state central bank to maintain or increase its influence Yap the fear of loosing influence,ableto_b
74,2021-06-14 09:31:27+00:00,1404370894869385220,MnzavaC Benji Fernandes Yap coz it s a digital currency and digital bank which has low interest in lending,brianngega
75,2021-06-01 15:23:02+00:00,1399748330746355715,"risyamaharanis Yep, the option is to go back to the same atm as the bank you use or use SMS banking without an app. But it will take a long time to get used to digital because it takes time and momentum to step up too",b_onzz
76,2021-03-25 12:29:00+00:00,1375062156278960131,UAE kickstarts first independent digital banking platform YAP after Rak Bank tie up https t co znrmj9Tw1v https t co icqNudU59g,WealthManagem19
77,2021-03-10 14:19:47+00:00,1369654217892372487,https t co 7APBMB4Y6j Ripple partner RAK bank making moves Dubai based YAP has partnered with RAK bank to form the first independent digital banking platform in the UAE The neo bank is aiming to become a leader in the Middle East Africa and South Asia https t co iNivhuwbBj,MichaelManfield
78,2021-03-10 14:00:02+00:00,1369649247595851788,Dubai based YAP has partnered with RAK bank to launch UAEs first independent digital banking platform https t co 5Ir0FdxDz9,IBSIntelligence
79,2021-03-09 14:04:02+00:00,1369287866325549064,The first independent digital banking platform in the UAE launched on Sunday YAP which does not have a banking licence itself but has partnered with RAK Bank is a neobank hoping to become a leader in MENA and South Asia https t co qXc9Za3pk2 via Reuters fintech https t co lXsPzCCPZg,fintech_review
80,2021-03-08 13:16:10+00:00,1368913433110999041,UAE kickstarts first independent digital banking platform YAP after Rak Bank tie up digitalbanking fintech https t co 5wHHyIknVU,PaymentGal
81,2021-03-08 09:55:00+00:00,1368862807433838592,YAP Launches UAE s First Digital Banking Platform with RAK Bank https t co OmveEJJLDM forex fx forextrading fxtrading forexmarket trading investing finance market news https t co THnCftPHN1,fazzaco_fx
82,2021-03-07 22:43:59+00:00,1368693941449719811,UAE s first independent digital banking platform launches Dubai based YAP does not have a banking licence itself but has partnered with RAK Bank  Reuters Cryptocurrency https t co ZBtsDceQO5,warriors_mom
83,2021-03-07 15:26:59+00:00,1368583968472272903,UAE Launches Digital Bank No Physical Branch No Deposit Withdrawal Traditional Bank that provides international bank account numbers for YAP users To secure their funds under its own banking license https t co KS24L3xFCv,serambinews
84,2021-03-07 14:12:43+00:00,1368565276317528070,UAEs first independent digital bank YAP launches in partnership with Ripple customer RAK Bank YAP is in the process of partnering with banks in Saudi in Pakistan and in Ghana I wonder why Ghana  https t co JXGChGZp5y https t co e3pwNkMyYE,TeholBeddictXRP
85,2020-12-07 05:00:00+00:00,1335811275759046656,"For beginners who want to learn to use Node js to create a REST API, there really is a Co Create Blog written directly by Kak Ericko Yap Digital Banking Back End Developer at Bank BTPN. Let's check now https t co 0x92hroMzL https t co SI6Zgo1ndw",JeniusConnect
86,2020-11-04 06:37:39+00:00,1323877049866588163,UAE friends if you havent already check out yapthemoneyapp its a new digital bank launching soon I ve just joined the waiting list for YAP The Money App It s a digital banking app that s about to launch in the UAE You may want to check it out https t co vTVJptYKlp,TaineMcLean
87,2020-08-04 00:25:01+00:00,1290443587604406273,"Spreading the spirit of reducing household waste, some young people in Banten, Serang City has a creative way so that existing inorganic waste can be transformed into rupiah, yes, through the Digital Waste Bank, garbage turns into a blessing SaveKeris Sultantv https t co Pb9iYgWrrC",KreatifsultanId
88,2020-04-20 00:38:23+00:00,1252033840530575361,"Go Digital MSME Workshop with Bank Indonesia x ShopeeID x Congratulations Thank you for the opportunity and participation, friends of MSMEs in Pekalongan, hopefully it will be useful and give you the spirit. See you soon https t co 7Jnsec9ks1",haryosetyadi
89,2020-01-17 14:26:40+00:00,1218177821895323648,"Yep, with QRIS, you only need one QR Code, so all types of payments from various digital wallets can be accepted. It's fun BINetifest2020 using QRIS bank Indonesia",dekamuslim
90,2020-01-17 13:18:24+00:00,1218160642189774848,"Yep, it's true that bank Indonesia this year launched a new technology, namely QRIS which can be used by all digital wallets.",Ennisadiaty
91,2019-10-21 16:56:54+00:00,1186325498332352512,Participants at the Conference on the Economics of Central Bank Digital Currency by the Bank of Canada and Sveriges Riksbank held in Ottawa last week Yes that s a Yap stone in the background https t co naNOwhy09f,dandolfa
92,2019-07-01 02:26:58+00:00,1145519133963894785,"ObiWan Catnobi, who's still queuing at the bank while we already have a variety of options for digital transactions in the palm of our hand.",ServiceGenteng
93,2019-06-19 03:36:07+00:00,1141187880003358721,Tess Johnson Research Project Associate from the Centre for Financial Inclusion Accion led the discussion on the dynamic r ship btw fintech and FIs with Adrian Yap CEO amp Founder of MoneyMatch and Shailesh Grover Chief Digital amp Innovation Officer from Hong Leong Bank Berhad https t co eOrosoT5XR,BNM_official
94,2019-04-25 14:23:59+00:00,1121419587763879936,"BNI is a State Bank that offers all kinds of digital facilities that can be used by all consumers. This digital facility consists of Yap E Money LinkAja, all of which are https t co UXKQFOiITr",reviewapaaja
95,2019-04-07 01:28:16+00:00,1114701393015611393,"LinkAja can also be called the most practical application, you know, because it combines a digital wallet belonging to Telkomsel and a state-owned bank with this T Cash Telkomsel e cash Bank Mandiri Yap BNI and TBank owned by BRI will become one Cool, not FestivalLinkAja",aininurcom
96,2019-04-07 00:47:20+00:00,1114691089196126208,"So LinkAja combines Telkomsel's digital wallet and BUMN Bank. With this, T Cash Telkomsel ecash Bank Mandiri Yap BNI and TBank owned by BRI will merge into LinkAja FestivalLinkAja",pringadi_as
97,2019-04-07 00:13:12+00:00,1114682500909899777,LinkAja combines Telkomsel's digital wallet and BUMN bank T cash Telkomsel E cash bank Mandiri Yap BNI TBank BRI Now they merged into one they became LinkAja FestivalLinkAja,uciggg
98,2019-04-07 00:06:42+00:00,1114680865278156800,"LinkAja will merge Telkomsel's digital wallet and state-owned bank. With this, T Cash Telkomsel ecash Bank Mandiri Yap BNI and TBank owned by BRI will merge into LinkAja FestivalLinkAja",naztaaa
99,2019-04-05 13:05:15+00:00,1114152017511870464,"LinkAja will merge Telkomsel's digital wallet and state-owned bank. With this, T Cash Telkomsel ecash Bank Mandiri Yap BNI and TBank owned by BRI will merge into LinkAja NgobrolSeruHUTBUMN",naztaaa
100,2019-03-18 09:51:36+00:00,1107580301033635840,"Previously, existing SOE digital payments such as Yap and Uniqku owned by BNI, e-cash owned by Bank Mandiri and T-Bank owned by BRI later merged into LinkAja e-cash and the community could no longer use it after LinkAja was launched.",teeadnu
101,2019-03-16 10:21:52+00:00,1106863143437778949,"In practice, LinkAja is a fusion of state-owned bank digital money services, such as e-cash from Bank Mandiri, and UniqueQu from BNI, Tbank, from BRI and T Cash from Telkom KerjaNyatadi Jatinegara.",azzura_lhi
102,2019-03-16 09:21:54+00:00,1106848052747198465,"LinkAja turned out to be a fusion of state-owned bank digital money services, such as e-cash from Bank Mandiri, and UniqueQu from BNI, Tbank, from BRI and T Cash from Telkom KerjaNyatadi Jatinegara.",boghaisan
103,2019-03-16 08:51:56+00:00,1106840509136330753,LinkedIn,WindahTsu
104,2019-01-17 05:49:23+00:00,1085776075534131200,"bangderjeh yep, everyone has used it, whether it's gopay, ovo, digital bank, etc",diyasprdn
